case_number,incident_datetime,incident_type,FCR,address_1,city,state,zip,created_at,updated_at,hour_of_day,day_of_week,Incident Block Location
C19009329,03/10/2019 04:22:00 PM,Other,377,37000 Block SE 54TH PL,FALL CITY,WA,98024,03/11/2019 09:57:00 PM,03/19/2019 06:17:00 PM,16,Sunday,POINT (-121.847932 47.553808000000004)
C19015593,04/23/2019 09:39:00 PM,Other,377,7300 Block LONGACRES WAY,RENTON,WA,98057,04/29/2019 11:56:00 AM,04/30/2019 06:47:00 PM,21,Tuesday,
C19019702,05/23/2019 07:19:00 PM,Theft,287,10600 Block 16TH AVE SW,SEATTLE,WA,98146,05/25/2019 01:55:00 AM,06/11/2019 10:08:00 PM,19,Thursday,POINT (-122.35510500000001 47.508569)
C19012686,04/02/2019 10:00:00 PM,Theft from Vehicle,288,28200 Block 199TH AVE SE,KENT,WA,98042,04/07/2019 10:38:00 PM,04/09/2019 04:48:00 AM,22,Tuesday,POINT (-122.07667200000002 47.348686)
C18038067,08/28/2018 04:56:00 PM,Property Crime,332,12600 Block 76TH AVE S,SEATTLE,WA,98178,01/17/2019 06:41:00 PM,02/20/2019 11:53:00 PM,16,Tuesday,POINT (-122.238301 47.49042200000001)
C18040180,08/14/2018 11:00:00 AM,Theft,289,3900 Block S 275TH PL,AUBURN,WA,98001,01/17/2019 06:49:00 PM,02/21/2019 12:08:00 AM,11,Tuesday,POINT (-122.28386 47.354086)
C19046838,12/08/2019 01:30:00 AM,Theft from Vehicle,288,18000 Block 168TH WAY SE,RENTON,WA,98058,12/10/2019 10:55:00 PM,12/11/2019 12:46:00 AM,1,Sunday,POINT (-122.116412 47.440309)
C19016620,05/01/2019 05:23:00 PM,Other,377,1 Block AVE & SPRING ST,SEATTLE,WA,98101,05/03/2019 07:22:00 PM,05/03/2019 09:36:00 PM,17,Wednesday,
C19034969,09/11/2019 03:55:00 PM,Other,161,11000 Block EASTRIDGE DR NE,REDMOND,WA,98053,09/12/2019 04:06:00 PM,09/12/2019 05:37:00 PM,15,Wednesday,POINT (-122.01804100000001 47.695788)
C19037305,09/28/2019 03:50:00 PM,Vehicle Recovery,311,10200 Block DES MOINES MEMORIAL DR S,SEATTLE,WA,98168,10/07/2019 03:35:00 PM,10/07/2019 04:57:00 PM,15,Saturday,POINT (-122.307154 47.511286)
C18040152,09/12/2018 03:22:00 PM,Community Policing,567,400 Block S JACKSON ST,SEATTLE,WA,98104,02/21/2019 12:10:00 AM,02/21/2019 12:11:00 AM,15,Wednesday,POINT (-122.328403 47.599214)
C19004785,02/03/2019 02:45:00 PM,Breaking & Entering,274,37400 Block 49TH AVE S,AUBURN,WA,98001,02/06/2019 11:44:00 PM,03/11/2019 07:37:00 PM,14,Sunday,POINT (-122.27379800000001 47.265461)
C19032294,08/23/2019 02:08:00 PM,Vehicle Recovery,311,12600 Block 57TH AVE S,SEATTLE,WA,98178,08/23/2019 11:15:00 PM,08/24/2019 01:07:00 AM,14,Friday,POINT (-122.26102300000001 47.489863)
C18034758,08/06/2018 08:40:00 AM,Vehicle Recovery,311,S 125TH ST & 70TH AVE S,SEATTLE,WA,98178,01/10/2019 11:52:00 PM,02/20/2019 11:33:00 PM,8,Monday,POINT (-122.246385 47.490259)
C19008123,03/01/2019 07:00:00 AM,Theft,289,15300 Block SE 307TH ST,KENT,WA,98042,03/02/2019 11:16:00 PM,03/05/2019 08:27:00 PM,7,Friday,
C19033376,03/05/2018 12:00:00 PM,Property Crime,182,6500 Block PERIMETER RD S,SEATTLE,WA,98108,09/10/2019 11:16:00 PM,09/11/2019 01:08:00 AM,12,Monday,POINT (-122.310214 47.543908)
C18033565,07/29/2018 10:16:00 AM,Vehicle Recovery,311,14100 Block SE PETROVITSKY RD,RENTON,WA,98058,01/10/2019 11:50:00 PM,02/20/2019 11:31:00 PM,10,Sunday,POINT (-122.15166100000002 47.444937)
C19006432,02/18/2019 12:06:00 PM,Other,511,400 Block S JACKSON ST,SEATTLE,WA,98104,02/19/2019 12:54:00 PM,02/23/2019 12:35:00 AM,12,Monday,POINT (-122.328403 47.599214)
C19032672,08/23/2019 12:00:00 AM,Other,503,400 Block WELLS AVE N,RENTON,WA,98057,08/28/2019 05:06:00 PM,09/12/2019 07:27:00 PM,0,Friday,POINT (-122.20448100000002 47.488479)
C18042039,09/25/2018 03:23:00 PM,Other Sexual Offense,150,6400 Block S 112TH ST,SEATTLE,WA,98178,01/17/2019 06:58:00 PM,02/21/2019 12:20:00 AM,15,Tuesday,POINT (-122.25261500000002 47.502722)
C19035585,09/16/2019 04:26:00 PM,Vehicle Recovery,311,12500 Block 69TH AVE S,SEATTLE,WA,98178,09/19/2019 08:23:00 AM,09/20/2019 02:00:00 AM,16,Monday,POINT (-122.247882 47.489676)
C19000797,01/07/2019 12:07:00 AM,Assault,101,19700 Block NE 58TH PL,REDMOND,WA,98053,11/15/2019 09:06:00 PM,11/15/2019 10:57:00 PM,0,Monday,POINT (-122.078443 47.659404)
C19015571,04/23/2019 12:30:00 PM,Other,234,2000 Block S 360TH ST,FEDERAL WAY,WA,98003,04/24/2019 10:18:00 PM,04/25/2019 08:21:00 PM,12,Tuesday,POINT (-122.307392 47.278922)
C19016326,04/29/2019 03:21:00 PM,Other,510,1 Block AVE S & S KING ST,SEATTLE,WA,98144,05/03/2019 07:41:00 PM,05/04/2019 12:50:00 AM,15,Monday,
C18040167,09/12/2018 05:16:00 PM,Other,504,1 Block AVE & UNION ST,SEATTLE,WA,98101,01/17/2019 06:59:00 PM,02/21/2019 12:20:00 AM,17,Wednesday,
C19004161,01/30/2019 08:06:00 AM,Theft from Vehicle,288,13900 Block SE 141ST ST,RENTON,WA,98059,01/30/2019 07:04:00 PM,02/21/2019 02:34:00 AM,8,Wednesday,POINT (-122.154219 47.476716)
C19028319,07/24/2019 08:45:00 PM,Drugs,200,1 Block AVE & BELL ST,SEATTLE,WA,98121,07/31/2019 11:06:00 PM,09/07/2019 01:07:00 AM,20,Wednesday,
C19028416,07/26/2019 12:00:00 AM,Theft from Vehicle,288,10800 Block 1ST AVE SW,SEATTLE,WA,98146,07/26/2019 03:28:00 PM,07/26/2019 05:16:00 PM,0,Friday,POINT (-122.335029 47.505834)
C19044581,11/20/2019 10:07:00 PM,Property Crime,332,9600 Block 28TH AVE SW,SEATTLE,WA,98126,11/22/2019 04:45:00 PM,11/22/2019 06:36:00 PM,22,Wednesday,POINT (-122.368637 47.517422)
C19031990,08/21/2019 11:20:00 AM,Other,510,400 Block 4TH AVE N,KENT,WA,98032,08/22/2019 07:36:00 PM,08/23/2019 07:57:00 PM,11,Wednesday,POINT (-122.23734599999999 47.384732)
C19033780,09/03/2019 02:45:00 PM,Other,325,1 Block AVE & PIKE ST,SEATTLE,WA,98101,09/04/2019 06:35:00 PM,09/04/2019 08:26:00 PM,14,Tuesday,
C19040217,10/19/2019 08:00:00 AM,Theft,330,7500 Block 220TH AVE NE,REDMOND,WA,98053,10/22/2019 04:16:00 PM,10/22/2019 06:11:00 PM,8,Saturday,POINT (-122.04661200000001 47.670924)
C18052274,12/04/2018 07:44:00 PM,Other,504,2500 Block S 371ST PL,FEDERAL WAY,WA,98003,01/17/2019 07:33:00 PM,02/21/2019 01:26:00 AM,19,Tuesday,POINT (-122.299879 47.268556)
C18050240,11/20/2018 06:38:00 AM,Assault,112,SOUTHCENTER BLVD & 61ST AVE S,TUKWILA,WA,98188,02/21/2019 01:33:00 AM,02/21/2019 01:34:00 AM,6,Tuesday,POINT (-122.25813 47.46324)
C18039643,09/09/2018 04:45:00 AM,Assault,112,38500 Block 236TH AVE SE,ENUMCLAW,WA,98022,02/21/2019 12:03:00 AM,02/21/2019 12:04:00 AM,4,Sunday,POINT (-122.026854 47.255148)
C19032065,08/21/2019 10:24:00 PM,Liquor,365,12900 Block MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,08/23/2019 05:25:00 AM,08/23/2019 07:07:00 PM,22,Wednesday,POINT (-122.25777400000001 47.487098)
C19014462,04/15/2019 11:20:00 PM,Other,422,10200 Block RAINIER AVE S,SEATTLE,WA,98178,04/16/2019 07:56:00 AM,04/16/2019 04:57:00 PM,23,Monday,POINT (-122.24379 47.511036)
C19045486,11/26/2019 09:46:00 PM,Other,236,13800 Block VASHON HWY SW,VASHON,WA,98070,12/02/2019 10:15:00 PM,12/03/2019 12:06:00 AM,21,Tuesday,POINT (-122.46686799999999 47.481734)
C18046983,10/28/2018 01:54:00 PM,Death,222,10200 Block 10TH AVE SW,SEATTLE,WA,98146,01/17/2019 07:17:00 PM,02/21/2019 12:53:00 AM,13,Sunday,POINT (-122.34765599999999 47.511833)
C19040988,10/25/2019 06:39:00 PM,Assault,112,800 Block OCCIDENTAL AVE S,SEATTLE,WA,98134,10/28/2019 05:55:00 PM,10/28/2019 07:46:00 PM,18,Friday,
C19019169,05/20/2019 11:05:00 AM,Traffic,424,SIMONDS RD NE & NE 147TH ST,KENMORE,WA,98028,05/21/2019 10:12:00 PM,05/23/2019 05:18:00 AM,11,Monday,POINT (-122.219141 47.734662)
C19030575,08/10/2019 10:02:00 PM,Weapons Offense,225,11800 Block 60TH AVE S,SEATTLE,WA,98178,08/13/2019 10:06:00 AM,12/17/2019 11:16:00 PM,22,Saturday,POINT (-122.258478 47.497298)
C18039515,09/07/2018 10:30:00 PM,Breaking & Entering,274,3800 Block S STAR LAKE RD,AUBURN,WA,98001,02/21/2019 12:11:00 AM,02/21/2019 12:12:00 AM,22,Friday,
C19036602,09/23/2019 09:11:00 PM,Property Crime,332,4200 Block PRESTON FALL CITY RD SE,FALL CITY,WA,98024,09/25/2019 05:55:00 PM,09/25/2019 07:47:00 PM,21,Monday,POINT (-121.88793899999999 47.567293)
C18032985,07/12/2018 10:51:00 AM,Other,503,1 Block S WASHINGTON ST,SEATTLE,WA,98104,01/17/2019 07:13:00 PM,02/21/2019 12:42:00 AM,10,Thursday,
C18047711,11/02/2018 05:43:00 AM,Property Crime,334,500 Block S LANDER ST,SEATTLE,WA,98134,01/17/2019 07:20:00 PM,02/21/2019 12:59:00 AM,5,Friday,POINT (-122.326955 47.579812)
C19024224,06/13/2019 09:00:00 AM,Property Crime,182,3300 Block S 376TH ST,AUBURN,WA,98001,06/26/2019 02:46:00 AM,06/27/2019 05:27:00 PM,9,Thursday,POINT (-122.290212 47.264494)
C18050982,11/26/2018 08:00:00 AM,Assault,112,9000 Block GREENWOOD AVE N,SEATTLE,WA,98103,01/17/2019 07:29:00 PM,02/21/2019 01:19:00 AM,8,Monday,POINT (-122.355349 47.69423)
C19036294,09/21/2019 12:30:00 PM,Theft of Vehicle,300,9800 Block 15TH AVE SW,SEATTLE,WA,98106,09/25/2019 04:55:00 PM,10/04/2019 06:37:00 PM,12,Saturday,POINT (-122.353984 47.51520300000001)
C18042900,09/28/2018 04:00:00 PM,Breaking & Entering,274,28800 Block 164TH AVE SE,KENT,WA,98042,02/21/2019 12:28:00 AM,02/21/2019 12:29:00 AM,16,Friday,POINT (-122.122809 47.343873)
C18055733,12/29/2018 10:45:00 PM,Weapons Offense,225,11600 Block 82ND AVE S,SEATTLE,WA,98178,02/21/2019 01:52:00 AM,02/21/2019 01:53:00 AM,22,Saturday,POINT (-122.23014300000001 47.499111)
C19002571,01/13/2019 12:00:00 PM,Breaking & Entering,274,18300 Block WEST SPRING LAKE DR SE,RENTON,WA,98058,01/30/2019 05:48:00 PM,03/05/2019 09:57:00 PM,12,Sunday,POINT (-122.092287 47.438493)
C19002808,01/20/2019 04:05:00 PM,Vehicle Recovery,311,14300 Block SE 171ST WAY,RENTON,WA,98058,01/30/2019 05:46:00 PM,02/21/2019 02:30:00 AM,16,Sunday,POINT (-122.14923599999999 47.445835)
C18040627,09/15/2018 07:10:00 PM,Theft,330,7100 Block S 129TH PL,SEATTLE,WA,98178,02/21/2019 12:11:00 AM,02/21/2019 12:12:00 AM,19,Saturday,POINT (-122.24509200000001 47.487123)
C19007379,02/25/2019 09:35:00 AM,Property Crime,332,33500 Block SE 43RD ST,FALL CITY,WA,98024,02/26/2019 01:44:00 PM,03/08/2019 02:18:00 AM,9,Monday,POINT (-121.893345 47.567794)
C19031211,08/07/2019 12:00:00 AM,Property Crime,182,16600 Block 132ND PL SE,RENTON,WA,98058,08/16/2019 10:15:00 PM,08/17/2019 01:07:00 AM,0,Wednesday,POINT (-122.163848 47.453402)
C19040597,10/23/2019 02:30:00 AM,Property Crime,332,9100 Block 15TH PL S,SEATTLE,WA,98108,10/24/2019 04:06:00 PM,10/24/2019 05:57:00 PM,2,Wednesday,POINT (-122.313492 47.521418)
C19010389,03/18/2019 04:58:00 PM,Traffic,425,SE KENT KANGLEY RD & RETREAT KANASKAT RD SE,RAVENSDALE,WA,98051,03/21/2019 11:15:00 PM,03/22/2019 06:59:00 PM,16,Monday,POINT (-121.950479 47.356348)
C19023049,06/17/2019 03:03:00 PM,Other,503,400 Block PIKE ST,SEATTLE,WA,98101,06/18/2019 06:56:00 PM,06/18/2019 08:57:00 PM,15,Monday,POINT (-122.33683800000001 47.610159)
C19017351,05/07/2019 04:32:00 AM,Other,511,16400 Block SE 128TH ST,RENTON,WA,98059,05/08/2019 12:06:00 PM,05/08/2019 07:52:00 PM,4,Tuesday,POINT (-122.12220500000001 47.488084)
C19020597,05/16/2019 09:00:00 AM,Property Crime,182,700 Block SW 96TH CIR,SEATTLE,WA,98106,05/31/2019 10:39:00 PM,06/12/2019 05:17:00 PM,9,Thursday,POINT (-122.34390900000001 47.51694)
C19031447,08/17/2019 03:00:00 PM,Drugs,200,9600 Block 35TH AVE SW,SEATTLE,WA,98126,08/18/2019 03:24:00 AM,08/27/2019 06:11:00 PM,15,Saturday,POINT (-122.376867 47.517018)
C19005327,02/05/2019 12:01:00 AM,Other,503,22500 Block 113TH PL SE,KENT,WA,98031,02/11/2019 08:24:00 PM,02/21/2019 02:36:00 AM,0,Tuesday,POINT (-122.19034 47.399729)
C19025442,07/05/2019 02:19:00 AM,Fire,452,13900 Block SE 173RD PL,RENTON,WA,98058,11/21/2019 07:45:00 PM,11/21/2019 09:36:00 PM,2,Friday,POINT (-122.154912 47.446549)
C18031842,07/17/2018 08:37:00 PM,Vehicle Recovery,311,12600 Block 82ND AVE S,SEATTLE,WA,98178,01/10/2019 11:50:00 PM,02/20/2019 11:31:00 PM,20,Tuesday,POINT (-122.23016 47.48925100000001)
C18041100,09/18/2018 10:00:00 PM,Property Crime,334,10700 Block 14TH AVE SW,SEATTLE,WA,98146,01/17/2019 06:53:00 PM,02/21/2019 12:14:00 AM,22,Tuesday,POINT (-122.35245699999999 47.506138)
C18043643,01/01/2016 03:16:00 PM,Property Crime,182,28700 Block 34TH AVE S,AUBURN,WA,98001,01/17/2019 07:11:00 PM,02/21/2019 12:38:00 AM,15,Friday,POINT (-122.289846 47.346178)
C19016894,04/30/2019 01:07:00 PM,Other Sexual Offense,143,MARTIN LUTHER KING JR WAY S & S 129TH ST,SEATTLE,WA,98178,05/07/2019 06:46:00 PM,05/07/2019 09:54:00 PM,13,Tuesday,POINT (-122.25805 47.487334)
C19011418,03/25/2019 03:30:00 PM,Theft,330,18900 Block 140TH AVE SE,RENTON,WA,98058,03/26/2019 10:05:00 PM,03/27/2019 12:07:00 AM,15,Monday,POINT (-122.154527 47.433102)
C19005883,02/13/2019 10:10:00 PM,Robbery,125,1 Block AVE S & S 118TH ST,BRYN MAWR-SKYWAY,WA,98178,02/17/2019 09:04:00 AM,02/21/2019 06:45:00 PM,22,Wednesday,
C19006740,02/20/2019 12:00:00 AM,Other,234,2000 Block S 360TH ST,FEDERAL WAY,WA,98003,02/23/2019 02:04:00 PM,02/25/2019 11:25:00 PM,0,Wednesday,POINT (-122.307392 47.278922)
C18033942,07/31/2018 01:35:00 PM,Assault,112,2600 Block S 355TH PL,FEDERAL WAY,WA,98003,01/10/2019 11:45:00 PM,02/20/2019 11:27:00 PM,13,Tuesday,POINT (-122.301131 47.28294000000001)
C19043164,11/10/2019 10:35:00 PM,Theft,287,3900 Block 236TH AVE NE,REDMOND,WA,98053,11/12/2019 05:06:00 PM,11/26/2019 09:19:00 PM,22,Sunday,POINT (-122.024684 47.644273)
C19042920,11/08/2019 10:00:00 PM,Theft from Vehicle,288,9600 Block SW 204TH ST,VASHON,WA,98070,11/12/2019 07:36:00 PM,11/12/2019 09:28:00 PM,22,Friday,POINT (-122.458986 47.421944)
C19024733,06/29/2019 03:45:00 PM,Other,504,9600 Block 15TH AVE SW,KING COUNTY,WA,98106,06/30/2019 09:15:00 PM,07/01/2019 06:17:00 PM,15,Saturday,POINT (-122.35401800000001 47.51706600000001)
C18046276,10/22/2018 07:00:00 PM,Theft from Vehicle,288,1100 Block S 99TH ST,SEATTLE,WA,98108,01/17/2019 07:15:00 PM,02/21/2019 12:49:00 AM,19,Monday,POINT (-122.319555 47.514803)
C18044178,10/09/2018 09:30:00 AM,Assault,112,1 Block AVE & PINE ST,SEATTLE,WA,98101,02/21/2019 12:31:00 AM,02/21/2019 12:32:00 AM,9,Tuesday,
C19022053,06/10/2019 01:37:00 PM,Assault,112,JAMES ST & 3RD AVE,SEATTLE,WA,98104,06/12/2019 12:17:00 AM,06/21/2019 06:27:00 PM,13,Monday,POINT (-122.33143999999999 47.602756)
C18040887,09/14/2018 12:37:00 AM,Other,503,S 292ND ST & 34TH AVE S,AUBURN,WA,98001,01/17/2019 06:53:00 PM,02/21/2019 12:13:00 AM,0,Friday,POINT (-122.289362 47.33988)
C18052878,12/08/2018 11:53:00 PM,Traffic,404,S 129TH ST & MARTIN LUTHER KING JR WAY S,BRYN MAWR-SKYWAY,WA,98178,02/21/2019 01:31:00 AM,02/21/2019 01:32:00 AM,23,Saturday,POINT (-122.25805 47.487334)
C19034927,09/11/2019 10:15:00 AM,Property Crime,334,26900 Block SE 79TH ST,ISSAQUAH,WA,98027,09/12/2019 04:36:00 PM,09/12/2019 06:31:00 PM,10,Wednesday,POINT (-121.986637 47.53072)
C19004522,01/31/2019 12:00:00 AM,Property Crime,334,10700 Block 18TH AVE SW,SEATTLE,WA,98146,02/02/2019 09:44:00 PM,02/21/2019 02:34:00 AM,0,Thursday,POINT (-122.35779500000001 47.507121)
C19033986,09/04/2019 08:55:00 PM,Disorder,626,2700 Block BEACON AVE S,SEATTLE,WA,98144,09/05/2019 04:05:00 PM,09/05/2019 05:56:00 PM,20,Wednesday,POINT (-122.312028 47.57908)
C18055751,12/22/2018 12:50:00 PM,Property Crime,182,19700 Block 219TH AVE NE,WOODINVILLE,WA,98077,02/21/2019 02:02:00 AM,02/21/2019 02:03:00 AM,12,Saturday,POINT (-122.04606000000001 47.770459)
C19003051,01/22/2019 01:52:00 PM,Property Crime,332,500 Block 3RD AVE,SEATTLE,WA,98104,01/30/2019 05:48:00 PM,02/21/2019 02:31:00 AM,13,Tuesday,POINT (-122.330777 47.602031)
C18042340,09/21/2018 09:00:00 PM,Theft,306,24000 Block 248TH AVE SE,MAPLE VALLEY,WA,98038,01/17/2019 07:00:00 PM,06/18/2019 11:37:00 PM,21,Friday,POINT (-122.01160000000002 47.385289)
C19030873,08/13/2019 10:45:00 AM,Other,324,19700 Block SE PIPE LINE RD,KING COUNTY,WA,98058,08/14/2019 03:15:00 PM,08/14/2019 06:27:00 PM,10,Tuesday,
C19029112,07/31/2019 10:35:00 AM,Other,510,500 Block 3RD AVE,SEATTLE,WA,98104,08/01/2019 04:06:00 PM,08/01/2019 07:43:00 PM,10,Wednesday,POINT (-122.330777 47.602031)
C18036339,08/16/2018 12:10:00 PM,Breaking & Entering,274,19400 Block SE 176TH ST,RENTON,WA,98058,01/11/2019 12:08:00 AM,02/20/2019 11:45:00 PM,12,Thursday,POINT (-122.080975 47.444667)
C19016066,04/26/2019 10:45:00 PM,Theft of Vehicle,300,400 Block SW 110TH LN,SEATTLE,WA,98146,04/27/2019 04:36:00 PM,05/01/2019 10:38:00 PM,22,Friday,POINT (-122.34090600000002 47.503516)
C18035768,08/12/2018 02:00:00 PM,Theft,287,10200 Block 16TH AVE SW,SEATTLE,WA,98146,01/11/2019 12:07:00 AM,02/20/2019 11:44:00 PM,14,Sunday,POINT (-122.355103 47.511884)
C19016981,05/03/2019 02:00:00 AM,Theft of Vehicle,300,6200 Block S 129TH ST,SEATTLE,WA,98178,05/05/2019 08:16:00 AM,05/08/2019 10:22:00 PM,2,Friday,POINT (-122.255581 47.48743000000001)
C19007126,02/23/2019 12:57:00 AM,Other,504,3900 Block S 320TH ST,AUBURN,WA,98001,02/24/2019 06:24:00 AM,02/25/2019 06:25:00 PM,0,Saturday,POINT (-122.28471500000002 47.315099)
C18045311,10/17/2018 11:28:00 AM,Community Policing,567,15400 Block 141ST PL SE,RENTON,WA,98058,01/17/2019 07:11:00 PM,02/21/2019 12:39:00 AM,11,Wednesday,POINT (-122.152057 47.465196)
C19006882,02/21/2019 09:30:00 AM,Drugs,200,9800 Block 16TH AVE SW,SEATTLE,WA,98106,02/22/2019 01:44:00 PM,08/21/2019 06:17:00 PM,9,Thursday,POINT (-122.355148 47.515558)
C19042562,11/05/2019 07:00:00 PM,Breaking & Entering,274,42600 Block 284TH AVE SE,ENUMCLAW,WA,98022,11/07/2019 06:37:00 PM,11/07/2019 08:26:00 PM,19,Tuesday,POINT (-121.962999 47.219013)
C18034393,08/03/2018 03:00:00 AM,Theft of Vehicle,300,SE HIGH POINT WAY & 270TH AVE SE,MAPLE VALLEY,WA,98038,01/11/2019 12:00:00 AM,02/20/2019 11:39:00 PM,3,Friday,POINT (-121.98012899999999 47.531827)
C19039986,10/16/2019 12:00:00 AM,Other,503,33200 Block PACIFIC HWY S,FEDERAL WAY,WA,98003,12/02/2019 06:15:00 PM,12/02/2019 08:06:00 PM,0,Wednesday,POINT (-122.31332900000001 47.304059)
C19017664,05/08/2019 12:55:00 PM,Other,511,1 Block AVE S & S JACKSON ST,SEATTLE,WA,98104,05/10/2019 04:50:00 AM,05/10/2019 09:10:00 PM,12,Wednesday,
C18048127,11/04/2018 03:00:00 PM,Breaking & Entering,274,16700 Block TIGER MOUNTAIN RD SE,ISSAQUAH,WA,98027,01/17/2019 07:21:00 PM,02/21/2019 01:02:00 AM,15,Sunday,
C18049269,11/12/2018 10:22:00 PM,Disorder,611,S MYRTLE ST & 38TH AVE S,SEATTLE,WA,98118,01/17/2019 07:25:00 PM,02/21/2019 01:10:00 AM,22,Monday,POINT (-122.284696 47.538904)
C19028825,07/29/2019 02:26:00 PM,Other,360,SE PETROVITSKY RD & 184TH AVE SE,RENTON,WA,98058,07/30/2019 08:35:00 PM,07/30/2019 11:26:00 PM,14,Monday,POINT (-122.09585599999998 47.422918)
C19005714,02/05/2019 12:00:00 AM,Other,503,1000 Block SUNSET BLVD NE,RENTON,WA,98056,02/13/2019 05:34:00 PM,03/08/2019 09:09:00 PM,0,Tuesday,
C19013187,04/06/2019 06:30:00 AM,Assault,101,13400 Block MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,04/06/2019 07:45:00 PM,04/12/2019 02:46:00 AM,6,Saturday,POINT (-122.24803400000002 47.482827)
C19010873,03/21/2019 03:00:00 PM,Drugs,200,9600 Block SW 204TH ST,VASHON,WA,98070,03/23/2019 12:38:00 AM,08/21/2019 07:51:00 PM,15,Thursday,POINT (-122.458986 47.421944)
C19018893,05/17/2019 06:05:00 PM,Theft of Vehicle,300,SE 82ND ST & SE HIGH POINT WAY,ISSAQUAH,WA,98027,05/20/2019 01:48:00 PM,07/31/2019 07:16:00 PM,18,Friday,POINT (-121.93647600000001 47.527005)
C19004739,02/03/2019 06:00:00 AM,Other,236,31300 Block NE 108TH ST,CARNATION,WA,98014,02/04/2019 08:24:00 PM,02/21/2019 02:35:00 AM,6,Sunday,POINT (-121.921061 47.694482)
C19042140,11/03/2019 06:00:00 PM,Assault,112,17100 Block 161ST AVE NE,WOODINVILLE,WA,98072,11/04/2019 04:35:00 PM,11/26/2019 09:19:00 PM,18,Sunday,POINT (-122.124863 47.751543)
C19006399,02/18/2019 12:32:00 AM,Theft of Vehicle,300,6200 Block S 117TH PL,SEATTLE,WA,98178,02/18/2019 06:44:00 PM,03/08/2019 08:37:00 PM,0,Monday,POINT (-122.25544700000002 47.497801)
C18042968,10/01/2018 02:51:00 PM,Vehicle Recovery,311,9300 Block 4TH AVE S,SEATTLE,WA,98108,02/21/2019 12:22:00 AM,02/21/2019 12:23:00 AM,14,Monday,POINT (-122.32958499999998 47.52091)
C19023592,06/20/2019 08:18:00 PM,Other,377,RENTON MAPLE VALLEY RD SE & 196TH AVE SE,EAST RENTON HIGHLANDS,WA,98058,06/21/2019 01:45:00 PM,06/21/2019 04:47:00 PM,20,Thursday,POINT (-122.079632 47.457989)
C19030378,08/08/2019 09:55:00 AM,Other,234,11000 Block EASTRIDGE DR NE,REDMOND,WA,98053,08/10/2019 01:05:00 PM,08/10/2019 02:56:00 PM,9,Thursday,POINT (-122.01804100000001 47.695788)
C18038537,08/31/2018 06:41:00 PM,Other,371,SE NORTH BEND WAY & 372ND AVE SE,NORTH BEND,WA,98065,01/17/2019 06:49:00 PM,02/21/2019 12:08:00 AM,18,Friday,POINT (-121.84454400000001 47.515603)
C19011171,03/23/2019 04:45:00 PM,Property Crime,332,800 Block OCCIDENTAL AVE S,SEATTLE,WA,98134,03/24/2019 09:27:00 AM,04/09/2019 05:49:00 AM,16,Saturday,
C19012349,04/01/2019 03:40:00 AM,Theft,289,31000 Block MILITARY RD S,AUBURN,WA,98001,04/01/2019 06:23:00 PM,04/01/2019 10:39:00 PM,3,Monday,POINT (-122.28828500000002 47.322763)
C18037500,08/17/2018 01:16:00 PM,Other,503,500 Block 1ST AVE E,PACIFIC,WA,98047,01/17/2019 06:45:00 PM,02/21/2019 12:00:00 AM,13,Friday,POINT (-122.23953200000001 47.268274)
C19005256,02/13/2019 04:30:00 AM,Weapons Offense,221,6700 Block 15TH AVE NW,SEATTLE,WA,98117,02/15/2019 04:44:00 AM,08/21/2019 06:10:00 PM,4,Wednesday,POINT (-122.37677600000002 47.678026)
C19022113,06/10/2019 07:50:00 PM,Disorder,600,MARTIN LUTHER KING JR WAY S & S JACKSON ST,SEATTLE,WA,98144,06/15/2019 06:36:00 AM,06/17/2019 10:18:00 PM,19,Monday,POINT (-122.297412 47.59924)
C19035912,09/18/2019 07:45:00 PM,Property Crime,334,16800 Block SE 136TH ST,RENTON,WA,98059,09/23/2019 04:16:00 PM,09/23/2019 06:07:00 PM,19,Wednesday,POINT (-122.11590600000001 47.480752)
C18040657,09/16/2018 03:17:00 AM,Property Crime,332,9600 Block 28TH AVE SW,SEATTLE,WA,98126,02/21/2019 12:09:00 AM,02/21/2019 12:11:00 AM,3,Sunday,POINT (-122.368637 47.517422)
C19002009,01/15/2019 06:24:00 AM,Theft of Vehicle,300,28600 Block 37TH PL S,AUBURN,WA,98001,01/15/2019 04:34:00 PM,02/21/2019 02:30:00 AM,6,Tuesday,POINT (-122.28596100000001 47.344949)
C18045755,10/19/2018 07:00:00 PM,Theft from Vehicle,288,15100 Block SE 141ST PL,RENTON,WA,98059,01/17/2019 07:13:00 PM,02/21/2019 12:42:00 AM,19,Friday,
68-005524,03/22/1968 11:00:00 AM,Breaking & Entering,274,14500 Block SE 14TH ST,BELLEVUE,WA,98007,05/13/2019 09:56:00 AM,09/24/2019 12:18:00 AM,11,Friday,POINT (-122.14577400000002 47.598364)
C19038470,10/06/2019 12:00:00 AM,Property Crime,334,10000 Block 11TH AVE SW,SEATTLE,WA,98146,10/10/2019 04:35:00 PM,10/10/2019 06:28:00 PM,0,Sunday,POINT (-122.34899499999999 47.513764)
